id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,max(date)
116675,170231,27411,4/7/16 0:00,70,70,left,medium,medium,49,35,73,64,26,51,25,32,61,63,62,66,56,66,55,44,76,65,71,32,65,72,42,52,46,72,70,73,12,10,16,14,7,4/7/16 0:00
56196,125071,27412,4/14/16 0:00,73,73,left,medium,medium,60,25,72,66,32,57,45,45,65,65,42,52,54,71,64,65,67,64,74,42,70,76,43,49,85,77,76,75,11,10,6,10,15,4/14/16 0:00
21849,6971,27415,4/25/14 0:00,72,72,right,low,medium,37,20,76,69,37,27,31,20,70,49,34,47,35,72,46,45,53,55,81,46,75,76,23,52,38,73,76,71,12,11,11,13,14,4/25/14 0:00
135693,122048,27418,5/5/16 0:00,70,70,right,medium,medium,69,47,63,73,39,71,57,47,72,73,74,74,70,73,66,79,69,67,67,62,72,72,62,70,56,63,69,68,7,12,11,14,11,5/5/16 0:00
142088,30458,27419,9/21/15 0:00,65,65,right,medium,high,56,44,51,66,57,61,54,52,61,64,63,52,68,66,72,60,62,60,65,52,74,74,58,63,55,60,62,59,6,15,13,15,15,9/21/15 0:00
51991,165174,27420,2/18/16 0:00,77,77,right,medium,medium,67,63,67,74,71,65,74,71,71,74,64,55,64,81,64,79,78,79,77,81,88,82,68,69,79,74,82,79,8,12,6,12,8,2/18/16 0:00
21239,6186,27421,2/21/14 0:00,65,65,right,medium,high,61,62,70,67,60,42,67,79,65,64,28,32,29,58,51,69,50,53,68,67,70,74,64,72,78,57,65,60,6,12,7,5,7,2/21/14 0:00
179298,24225,27423,5/31/13 0:00,65,65,right,medium,low,54,65,64,62,62,64,66,65,56,66,60,54,64,62,73,63,63,61,59,61,45,32,80,65,69,14,23,12,10,15,13,10,8,5/31/13 0:00
147980,121933,27424,1/7/16 0:00,80,80,right,medium,medium,13,14,10,39,18,13,12,13,36,20,46,37,49,81,43,23,69,22,66,14,25,17,7,38,21,12,12,13,80,78,73,79,84,1/7/16 0:00
77367,137449,27425,10/30/15 0:00,73,73,right,low,medium,48,27,80,68,35,42,35,57,66,62,55,53,38,71,46,58,66,66,76,32,76,67,34,57,65,76,76,71,12,7,11,11,11,10/30/15 0:00
65682,167431,27427,3/24/16 0:00,81,81,right,medium,medium,82,69,60,84,62,82,79,75,80,82,76,72,82,83,83,76,77,81,64,76,63,81,78,80,55,76,71,70,14,8,13,10,15,3/24/16 0:00
163254,121122,27429,7/3/15 0:00,78,78,left,medium,medium,71,64,78,80,61,63,67,62,77,76,62,53,64,78,61,68,71,77,77,65,70,83,44,76,69,73,81,77,15,6,11,14,7,7/3/15 0:00
44611,30110,27430,1/28/16 0:00,80,80,right,low,low,78,83,82,85,82,81,78,65,76,88,54,60,69,70,52,82,70,52,71,70,42,28,82,82,86,11,14,10,15,6,9,8,15,1/28/16 0:00
89799,167430,27431,9/21/15 0:00,63,63,right,medium,medium,56,63,65,59,66,64,45,60,54,58,68,67,65,59,65,69,76,80,73,62,65,26,58,52,59,44,27,15,12,6,10,13,8,9/21/15 0:00
146725,47903,27433,3/10/16 0:00,71,71,left,medium,medium,14,11,13,13,12,12,13,12,13,18,28,34,48,73,30,23,66,15,78,11,39,23,10,31,19,11,13,12,66,69,58,74,75,3/10/16 0:00
78731,146963,27436,5/26/16 0:00,74,74,left,high,medium,72,38,65,71,46,62,65,55,66,74,65,67,66,77,71,72,82,69,73,64,79,73,55,54,38,74,75,76,8,12,11,7,11,5/26/16 0:00
45893,137261,27437,2/13/15 0:00,67,67,right,low,medium,55,25,68,62,21,53,44,31,49,64,59,54,55,66,58,58,55,67,75,39,72,69,27,51,41,71,72,69,13,11,15,10,9,2/13/15 0:00
12683,111195,27438,2/14/14 0:00,73,73,right,medium,medium,51,29,75,61,31,33,27,30,61,55,34,53,34,71,60,70,70,67,77,55,82,68,36,59,59,72,75,76,6,6,15,9,14,2/14/14 0:00
113014,137125,27440,2/22/12 0:00,67,67,right,medium,low,63,66,66,67,74,66,69,66,41,69,58,63,67,67,66,72,59,53,54,73,43,39,71,69,75,20,25,22,6,6,8,9,11,2/22/12 0:00
150748,140521,27445,2/22/11 0:00,74,84,right,,_0,65,75,75,69,75,76,72,55,62,70,80,78,67,72,76,76,72,73,74,75,73,20,74,55,72,18,28,23,9,5,9,7,15,2/22/11 0:00
117961,11083,27447,2/22/11 0:00,69,75,right,None,o,18,11,14,34,13,18,14,10,30,25,45,41,52,67,74,22,65,46,77,14,54,23,11,38,27,12,13,13,68,73,68,74,65,2/22/11 0:00
144984,138461,27451,8/30/10 0:00,72,76,right,norm,ormal,52,64,79,68,35,39,49,44,66,63,60,60,50,71,76,67,74,73,75,47,74,65,18,71,54,73,74,72,10,8,11,11,6,8/30/10 0:00
172569,31378,27452,2/22/09 0:00,66,79,left,None,o,65,36,54,68,,57,,53,65,67,74,70,,66,,47,,67,52,36,48,65,68,,51,65,66,,15,22,65,22,22,2/22/09 0:00
115431,50995,27460,2/22/11 0:00,63,73,left,,_0,66,13,60,63,31,64,66,58,64,58,67,65,57,59,70,62,66,73,75,60,67,54,16,65,48,60,63,64,11,7,15,14,11,2/22/11 0:00
69451,52270,27461,10/16/15 0:00,76,76,left,medium,high,62,47,83,63,62,53,48,39,70,61,63,64,50,76,55,71,66,72,85,53,72,79,50,59,42,76,80,74,8,8,12,11,10,10/16/15 0:00
154829,12371,27462,2/22/11 0:00,70,76,right,None,6,57,43,61,68,48,53,49,62,67,64,67,69,64,71,67,66,66,81,74,59,86,65,31,71,58,72,71,74,11,10,15,11,9,2/22/11 0:00
135326,101282,27467,12/20/13 0:00,70,70,right,medium,medium,25,25,25,33,25,25,25,25,21,30,32,29,35,74,37,29,70,39,72,25,25,22,25,25,25,25,25,25,72,64,57,73,74,12/20/13 0:00
28791,140522,27471,6/7/13 0:00,71,71,right,medium,medium,41,32,76,73,36,52,52,24,72,71,52,48,62,73,57,64,57,32,74,43,66,74,35,62,68,71,73,70,10,6,9,15,14,6/7/13 0:00
139579,150532,27472,5/15/15 0:00,74,74,right,medium,medium,76,44,67,73,40,69,60,66,72,72,74,75,69,76,73,71,80,75,69,59,80,74,64,65,54,73,75,74,12,14,6,14,7,5/15/15 0:00
112117,157716,27475,3/24/16 0:00,75,75,right,medium,medium,43,42,84,69,25,39,44,45,67,58,50,53,49,74,53,67,54,67,79,50,79,72,34,49,50,77,79,76,16,6,13,6,11,3/24/16 0:00
5913,164492,27476,2/22/11 0:00,72,76,right,None,o,42,27,79,62,24,37,51,43,59,59,68,67,60,67,73,55,73,63,76,44,73,65,16,69,55,73,75,71,13,10,13,12,14,2/22/11 0:00
7828,121170,27478,5/12/16 0:00,78,78,right,low,medium,70,83,77,76,81,72,88,75,77,77,54,54,55,80,40,83,48,66,88,79,60,60,86,79,82,41,52,43,16,6,6,11,9,5/12/16 0:00
73000,51798,27481,2/22/11 0:00,75,79,right,norm,ormal,71,76,81,70,75,72,68,65,35,74,71,73,72,77,74,77,78,64,76,68,65,23,74,72,70,34,26,34,6,13,11,12,9,2/22/11 0:00
80920,112847,27483,6/2/16 0:00,71,71,right,high,medium,66,58,73,72,65,71,65,60,78,74,74,72,68,75,66,86,70,90,83,69,94,70,67,69,68,70,75,74,12,8,6,11,6,6/2/16 0:00
20496,104101,27484,5/5/16 0:00,64,64,left,medium,medium,66,61,66,69,60,69,69,71,66,69,71,65,82,69,85,71,79,30,56,65,67,57,69,68,64,48,48,46,7,9,15,13,13,5/5/16 0:00
45925,167437,27485,1/21/16 0:00,69,69,right,medium,medium,31,70,77,62,56,58,55,52,42,67,53,69,36,67,32,75,34,73,90,57,66,29,71,46,82,25,43,23,15,15,13,11,13,1/21/16 0:00
29815,114126,27488,3/13/15 0:00,68,68,right,medium,medium,25,25,25,36,25,25,25,25,31,31,31,32,34,68,43,48,47,28,74,25,45,25,25,25,36,25,25,25,70,66,54,69,71,3/13/15 0:00
108871,51021,27492,4/18/14 0:00,73,73,right,medium,medium,43,31,82,60,54,39,54,32,56,60,52,51,51,72,53,57,68,59,78,31,74,68,33,50,45,74,76,75,5,11,15,15,5,4/18/14 0:00
126661,127747,27500,3/22/13 0:00,67,67,left,medium,high,49,56,67,68,48,57,55,55,58,66,47,45,53,64,48,72,60,74,86,52,79,63,49,60,54,62,69,66,12,12,8,7,11,3/22/13 0:00
34397,158333,27502,9/25/15 0:00,66,66,right,medium,medium,65,53,62,70,47,64,68,72,66,67,52,52,62,61,63,54,79,78,73,45,56,68,60,71,65,60,62,55,14,14,10,12,10,9/25/15 0:00
163055,3364,27503,7/5/13 0:00,74,74,right,medium,medium,11,14,14,23,13,13,14,10,22,18,36,35,43,71,31,75,73,31,81,13,31,16,17,15,30,11,13,14,76,75,65,75,73,7/5/13 0:00
11072,12624,27504,2/22/12 0:00,68,68,right,medium,medium,11,11,13,23,11,12,13,12,29,19,35,35,56,63,30,31,65,44,66,13,53,22,18,33,30,11,12,13,69,70,54,73,66,2/22/12 0:00
142784,16005,27508,8/30/11 0:00,64,64,left,high,medium,65,37,67,65,52,54,35,62,57,64,61,62,61,63,61,70,65,63,78,60,63,67,52,64,54,61,66,65,5,15,7,10,12,8/30/11 0:00
127271,29881,27510,2/22/11 0:00,72,76,right,None,o,70,46,69,73,51,62,51,43,76,72,64,65,55,72,73,74,73,70,78,62,75,72,53,70,74,71,74,69,6,7,11,14,14,2/22/11 0:00
26878,53815,27512,3/10/16 0:00,72,72,right,medium,medium,65,59,69,67,75,71,71,55,66,74,69,66,75,70,78,76,75,74,68,67,75,76,62,68,61,75,76,74,6,12,9,7,13,3/10/16 0:00
173303,15990,27513,2/22/10 0:00,67,73,left,None,2,42,44,60,69,,58,,34,70,68,66,64,,68,,74,,75,69,67,82,74,78,,60,59,62,,8,20,70,20,20,2/22/10 0:00
44011,29716,27514,2/22/10 0:00,74,81,left,,_0,54,78,85,64,,72,,44,34,73,62,64,,77,,78,,67,82,64,76,62,77,,71,23,31,,7,22,34,22,22,2/22/10 0:00
90178,140392,27515,10/16/15 0:00,65,65,right,medium,low,66,64,61,69,72,71,52,64,68,69,75,78,76,63,75,62,62,59,54,59,51,37,65,64,52,22,21,20,9,12,11,10,7,10/16/15 0:00
57018,150490,27518,2/14/14 0:00,65,68,right,medium,medium,25,25,25,32,25,25,25,25,27,34,43,54,35,63,36,22,80,37,63,25,37,23,25,25,27,25,25,25,69,63,61,59,69,2/14/14 0:00
120008,170748,27521,3/13/15 0:00,64,64,right,medium,medium,39,37,66,58,40,45,36,43,46,54,54,52,60,62,58,59,57,60,81,48,68,60,29,51,54,62,65,63,12,15,9,5,15,3/13/15 0:00
18171,166928,27524,4/21/16 0:00,68,68,left,high,high,71,53,58,66,59,67,71,63,65,64,74,81,64,70,64,70,71,91,71,63,85,64,66,65,58,60,67,68,7,12,14,10,12,4/21/16 0:00
1380,177129,27534,4/21/16 0:00,69,69,right,medium,medium,49,46,64,64,54,57,65,63,64,63,58,53,66,68,63,66,80,75,75,59,71,71,50,58,57,68,72,70,11,15,15,8,10,4/21/16 0:00
7554,137659,27535,2/15/13 0:00,67,67,left,medium,medium,74,57,66,69,59,63,74,76,68,66,63,58,68,70,66,72,53,64,67,66,73,66,56,64,68,64,67,70,12,7,14,13,14,2/15/13 0:00
97214,157819,27545,2/22/12 0:00,67,67,right,high,medium,58,68,72,60,63,64,58,58,52,66,62,61,64,63,59,71,60,63,77,65,48,17,71,55,67,14,16,22,15,7,12,14,14,2/22/12 0:00
165346,11941,27547,2/22/12 0:00,67,69,right,medium,medium,14,12,10,37,11,13,13,13,31,28,52,52,48,64,39,44,72,61,82,10,44,25,13,32,23,13,11,12,72,64,53,64,71,2/22/12 0:00
26470,6398,27548,8/30/10 0:00,64,68,right,,_0,37,25,71,46,24,27,23,38,51,46,55,52,41,58,69,65,74,69,75,51,65,64,38,56,24,65,67,62,9,12,15,14,5,8/30/10 0:00
116776,161644,27550,3/24/16 0:00,76,76,right,medium,medium,49,39,75,67,34,46,42,47,63,61,68,74,65,75,60,66,83,66,77,47,80,78,41,48,44,75,78,76,10,16,16,14,13,3/24/16 0:00
172547,150515,27554,3/7/14 0:00,66,66,right,medium,medium,37,25,66,56,34,45,21,36,41,52,65,66,58,61,50,70,62,62,80,20,74,71,41,47,42,68,67,60,8,7,6,15,12,3/7/14 0:00
139459,167237,27556,2/20/15 0:00,75,75,right,medium,low,58,78,70,72,77,73,63,68,51,75,73,75,69,76,70,80,69,53,71,76,66,29,75,59,74,25,28,25,6,7,11,5,14,2/20/15 0:00
57738,137734,27558,4/28/16 0:00,71,71,right,medium,medium,12,12,15,30,14,11,12,18,34,20,50,34,62,66,56,24,66,36,69,16,42,19,10,45,16,10,11,17,73,69,63,73,73,4/28/16 0:00
15780,149309,27560,12/3/15 0:00,69,69,right,medium,medium,11,8,10,24,14,11,15,16,31,21,32,31,36,73,50,21,68,36,65,12,22,9,7,43,25,11,10,12,68,66,46,72,75,12/3/15 0:00
164439,137453,27565,4/21/16 0:00,64,64,right,low,high,40,31,66,44,35,36,34,38,44,44,64,68,58,57,60,72,70,54,72,47,66,65,25,49,40,68,68,62,15,11,9,7,15,4/21/16 0:00
172444,168401,27566,2/22/11 0:00,63,71,right,None,o,50,37,60,50,40,45,36,42,44,50,65,70,60,60,69,53,72,68,70,41,68,64,40,54,56,63,62,60,6,5,12,13,11,2/22/11 0:00
106294,176841,27568,4/21/16 0:00,69,69,left,medium,medium,51,68,72,58,60,68,53,52,49,69,74,76,59,67,66,72,80,69,79,60,61,33,70,60,71,42,27,24,12,9,6,10,16,4/21/16 0:00
97890,49992,27570,3/31/16 0:00,68,68,right,high,medium,66,40,68,67,48,42,57,26,59,64,69,72,63,72,57,61,76,81,81,44,83,67,54,40,56,66,67,66,14,8,10,6,8,3/31/16 0:00
42292,179886,27573,9/21/15 0:00,65,65,left,medium,medium,63,59,63,65,65,65,41,62,59,62,83,73,60,59,61,64,65,72,71,57,43,39,58,60,69,19,23,22,6,10,8,12,13,9/21/15 0:00
83072,176459,27574,10/23/15 0:00,67,67,right,high,medium,59,64,74,77,50,67,58,57,67,72,65,67,65,71,74,79,75,67,65,71,71,68,68,68,77,61,62,50,9,14,8,12,13,10/23/15 0:00
24681,138350,27578,2/22/12 0:00,68,68,right,high,low,68,64,63,69,70,69,60,59,66,73,74,69,91,65,79,64,60,60,45,73,52,44,65,62,60,24,35,25,12,12,8,15,6,2/22/12 0:00
67675,49613,27598,7/3/15 0:00,65,65,right,medium,medium,35,32,72,70,48,59,40,59,66,67,34,35,30,70,44,62,57,37,68,58,80,76,32,46,49,56,64,50,5,12,14,6,15,7/3/15 0:00
75316,105318,27599,9/21/15 0:00,77,77,right,high,low,73,65,45,82,67,74,77,79,80,84,73,71,74,79,75,75,33,79,57,80,61,53,70,82,75,29,56,34,9,6,8,15,11,9/21/15 0:00
53379,4600,27605,8/30/09 0:00,68,75,right,,_0,43,32,69,61,,42,,39,51,60,48,52,,58,,48,,56,73,58,68,72,74,,66,75,70,,9,21,51,21,21,8/30/09 0:00
6372,105427,27606,8/30/09 0:00,69,76,right,,_0,50,32,68,56,,38,,56,65,58,68,66,,64,,54,,68,76,52,70,74,73,,66,71,74,,9,20,65,20,20,8/30/09 0:00
109601,138972,27607,12/5/14 0:00,63,63,right,medium,medium,55,27,56,61,35,56,52,51,58,63,62,65,65,63,73,76,74,78,73,42,72,61,38,40,63,63,63,62,12,10,12,5,15,12/5/14 0:00
165530,102088,27610,7/18/14 0:00,67,67,right,medium,medium,63,39,55,73,45,60,64,55,71,70,63,54,61,64,66,74,69,65,69,69,84,71,54,61,53,63,71,71,9,12,9,7,7,7/18/14 0:00
140663,164256,27613,5/16/14 0:00,76,76,right,high,low,62,79,70,75,65,76,73,74,64,78,79,83,85,78,71,74,80,77,76,69,42,25,79,77,75,25,25,25,11,5,6,9,7,5/16/14 0:00
112314,137854,27615,11/12/15 0:00,75,75,right,medium,medium,14,12,21,32,12,21,11,12,35,20,49,39,59,69,63,21,75,39,63,14,31,14,11,54,10,11,14,11,78,72,66,76,78,11/12/15 0:00
93116,176636,27630,4/21/16 0:00,72,72,right,medium,medium,65,56,61,75,67,70,54,67,71,75,70,68,72,69,73,67,63,78,67,74,71,70,68,72,66,59,69,63,6,5,6,14,10,4/21/16 0:00
183363,142225,27631,8/30/10 0:00,70,80,left,,_0,49,23,74,62,29,44,34,46,48,59,64,68,57,70,64,53,70,61,75,40,67,67,19,58,44,71,72,71,5,9,12,10,8,8/30/10 0:00
24690,101378,27642,4/4/14 0:00,75,75,right,high,medium,59,76,70,74,74,78,77,66,54,77,76,74,75,77,64,77,82,67,66,78,62,37,76,67,60,25,24,23,5,13,12,11,14,4/4/14 0:00
27938,167885,27654,2/22/12 0:00,63,66,right,medium,medium,62,59,48,66,55,63,51,53,64,65,55,69,61,61,70,70,70,70,65,63,61,62,55,62,66,62,64,61,14,14,9,7,14,2/22/12 0:00
161102,169386,27657,5/5/16 0:00,73,73,right,medium,low,56,76,76,69,66,69,65,60,48,74,68,68,68,70,70,76,82,68,76,57,48,20,79,62,72,20,28,20,8,11,15,10,6,5/5/16 0:00
54214,107579,27658,4/28/16 0:00,68,68,left,medium,medium,12,12,9,32,15,15,15,17,33,23,45,46,50,68,33,23,72,32,64,13,39,21,13,33,21,12,10,11,68,64,61,68,74,4/28/16 0:00
156460,168435,27659,12/10/15 0:00,82,82,right,medium,medium,13,10,11,23,12,15,11,11,28,18,50,51,52,79,55,20,68,34,66,14,34,20,10,46,19,16,11,13,84,79,75,80,84,12/10/15 0:00
64868,137133,27660,10/31/14 0:00,73,73,right,medium,high,39,23,71,67,25,41,42,36,63,55,29,54,55,77,70,63,72,33,62,37,80,84,36,38,44,74,76,77,11,8,6,12,7,10/31/14 0:00
52029,5244,27661,2/22/09 0:00,72,80,right,None,o,70,68,41,78,,71,,82,73,77,69,66,,70,,78,,64,68,73,72,78,78,,70,44,69,,6,22,73,22,22,2/22/09 0:00
58763,137199,27663,5/12/16 0:00,75,75,left,medium,medium,72,66,33,76,75,80,80,75,67,83,69,61,73,73,90,78,50,54,44,78,50,56,70,76,79,35,41,41,7,10,6,9,5,5/12/16 0:00
11561,49026,27664,4/21/16 0:00,68,68,right,medium,low,40,75,83,60,70,55,44,50,30,69,50,60,30,69,32,55,82,54,88,41,48,20,75,48,78,16,32,20,10,15,12,8,10,4/21/16 0:00
39266,7687,27665,5/16/14 0:00,67,67,right,medium,low,64,66,56,65,73,68,76,69,50,72,70,71,72,70,88,66,31,40,65,68,66,20,70,66,74,25,20,25,8,15,13,9,9,5/16/14 0:00
103754,12514,27666,2/22/09 0:00,63,74,right,,_0,35,43,34,33,,32,,17,69,47,31,34,,51,,35,,38,43,23,39,51,12,,33,47,39,,58,66,69,67,66,2/22/09 0:00
8587,149599,27667,2/22/12 0:00,66,72,right,medium,medium,17,16,13,24,15,10,17,12,34,30,46,47,58,69,44,36,68,50,62,13,31,20,10,41,24,12,9,13,66,64,58,66,70,2/22/12 0:00
119305,138892,27668,5/12/16 0:00,69,69,left,low,high,31,26,69,51,15,41,26,53,51,51,50,51,53,66,55,33,78,55,79,23,74,71,19,18,24,71,70,67,11,8,5,5,6,5/12/16 0:00
34102,140488,27669,3/27/15 0:00,65,65,right,medium,high,47,27,64,57,21,47,38,24,57,57,67,65,59,67,57,43,73,69,69,28,69,67,22,25,29,63,67,65,9,7,14,4,7,3/27/15 0:00
103868,173146,27671,4/21/16 0:00,76,76,right,medium,medium,76,58,48,84,70,74,78,78,84,80,68,66,74,72,78,74,54,68,64,74,64,70,62,80,72,58,66,64,11,9,7,12,11,4/21/16 0:00
36501,173147,27672,5/5/16 0:00,70,70,right,medium,high,66,55,67,66,66,70,66,64,69,70,76,71,74,68,70,73,69,87,68,78,82,74,68,67,56,60,76,76,4,4,4,4,4,5/5/16 0:00
36644,177803,27675,4/21/16 0:00,67,67,right,medium,medium,66,66,68,61,69,61,50,52,65,70,65,62,69,66,70,69,71,76,68,66,65,40,71,59,54,12,11,15,8,11,8,15,15,4/21/16 0:00
12021,137403,27676,12/6/13 0:00,65,65,right,high,medium,66,52,47,66,58,66,54,46,47,66,76,72,84,65,76,65,52,69,66,56,50,38,68,59,58,36,25,31,12,7,11,5,7,12/6/13 0:00
74133,45702,27677,3/31/16 0:00,67,67,right,medium,medium,14,14,13,28,14,13,11,14,38,18,47,56,51,61,55,41,65,32,60,13,43,20,10,22,14,14,13,11,69,66,65,71,64,3/31/16 0:00
120726,137438,27678,9/21/15 0:00,67,67,right,low,high,48,34,64,51,39,39,49,39,50,48,54,52,56,57,66,54,72,78,86,41,76,57,39,35,46,69,71,73,9,12,14,13,9,9/21/15 0:00
6453,142359,27679,10/31/14 0:00,74,74,left,medium,medium,35,29,67,57,29,38,39,44,65,51,50,52,33,70,55,71,69,33,77,60,86,84,29,24,39,80,77,74,13,7,9,7,13,10/31/14 0:00
57978,113278,27680,2/4/16 0:00,63,63,left,high,medium,59,38,45,63,48,56,70,33,63,53,57,63,67,70,76,61,57,74,56,51,69,70,36,35,36,62,59,64,14,14,10,6,11,2/4/16 0:00
63596,123610,27684,2/18/16 0:00,72,72,right,medium,medium,76,58,64,70,50,67,66,52,67,71,74,78,79,70,62,72,66,78,69,71,77,67,73,60,52,64,73,73,5,5,8,8,12,2/18/16 0:00
163532,176553,27685,4/21/16 0:00,75,75,right,medium,high,68,66,60,78,66,74,68,60,73,77,67,68,64,75,41,68,64,78,62,61,64,75,75,74,64,60,72,67,5,13,14,12,14,4/21/16 0:00
132093,1173,27686,2/22/11 0:00,67,80,right,None,o,56,71,72,62,60,64,60,60,48,68,66,68,64,68,68,71,72,60,66,60,56,22,71,66,73,23,41,36,5,5,15,6,5,2/22/11 0:00
152415,52941,27690,1/21/16 0:00,73,73,right,medium,medium,52,76,76,61,77,56,60,69,34,70,57,61,68,76,58,81,68,48,88,69,69,36,78,58,75,18,34,20,13,12,6,6,15,1/21/16 0:00
63666,168297,27691,11/12/15 0:00,72,72,right,medium,medium,11,13,10,26,17,11,10,13,34,19,43,43,48,71,50,22,66,34,65,13,38,19,10,29,24,17,9,13,72,68,63,74,75,11/12/15 0:00
32683,6747,27692,2/7/14 0:00,75,75,left,medium,medium,65,35,68,71,32,59,73,78,70,71,55,55,57,76,61,71,76,55,76,70,75,81,46,61,69,75,75,73,10,8,10,6,12,2/7/14 0:00
29489,1111,27693,8/30/09 0:00,78,83,right,,_0,72,59,88,69,,63,,71,67,69,71,69,,78,,66,,70,73,39,74,77,86,,70,81,82,,11,21,67,21,21,8/30/09 0:00
4691,103935,27694,4/14/16 0:00,77,77,right,medium,medium,80,66,67,86,75,77,81,76,85,84,60,55,75,70,60,82,68,52,68,81,66,66,65,84,73,53,63,61,15,15,7,6,13,4/14/16 0:00
151985,149231,27695,12/10/15 0:00,71,71,right,medium,medium,66,61,56,76,70,69,74,66,74,76,34,33,58,72,58,72,51,54,47,68,75,74,68,71,70,58,69,70,8,13,8,8,7,12/10/15 0:00
165551,178091,27696,11/12/15 0:00,76,77,right,high,high,50,74,79,71,67,75,58,48,29,75,74,78,69,73,58,79,81,79,93,69,73,21,78,62,68,15,25,20,7,7,7,5,8,11/12/15 0:00
103788,7584,27697,4/28/16 0:00,68,68,left,medium,medium,12,11,11,27,11,16,19,13,27,24,33,33,53,65,55,19,59,31,69,15,29,22,14,35,21,13,12,16,69,66,65,72,67,4/28/16 0:00
105341,953,27700,2/22/11 0:00,65,75,right,None,o,35,38,66,45,23,40,31,14,40,50,60,60,58,66,74,53,72,60,76,24,70,70,30,54,48,65,66,62,14,13,15,6,14,2/22/11 0:00
33214,7558,27701,2/22/11 0:00,65,74,right,,_0,68,46,58,64,54,62,66,53,60,64,74,76,72,64,66,66,64,70,68,54,70,60,40,60,57,62,64,63,10,7,5,5,8,2/22/11 0:00
13979,52829,27702,5/12/16 0:00,71,71,right,medium,medium,73,45,72,74,39,67,68,74,76,73,68,68,62,73,72,77,68,69,76,75,68,73,68,66,66,68,72,66,6,14,8,14,6,5/12/16 0:00
161471,4505,27703,2/22/11 0:00,66,78,right,None,o,65,50,50,71,61,60,73,70,72,70,66,67,64,65,68,71,59,57,66,69,63,58,61,72,70,50,55,54,13,5,10,7,9,2/22/11 0:00
49721,7766,27705,5/17/13 0:00,68,68,right,medium,medium,60,70,76,65,68,60,56,50,50,65,54,68,50,70,36,70,70,55,82,50,60,32,72,63,70,29,38,21,10,14,11,14,6,5/17/13 0:00
37064,177906,27708,5/12/16 0:00,68,68,right,high,medium,70,47,45,64,49,71,57,61,62,71,76,78,79,66,72,72,74,79,66,66,40,23,68,59,57,12,12,14,8,8,11,9,6,5/12/16 0:00
55038,768,27719,4/14/16 0:00,73,73,left,low,medium,46,20,71,69,19,52,49,21,66,70,50,53,62,72,71,68,70,55,67,40,66,79,29,51,35,76,78,76,11,6,8,9,5,4/14/16 0:00
111742,171097,27720,2/18/16 0:00,70,70,right,medium,medium,80,41,73,74,45,70,74,46,68,70,77,79,69,69,66,72,71,79,76,73,78,68,72,60,52,63,76,76,3,4,4,3,3,2/18/16 0:00
27314,52935,27721,3/27/15 0:00,74,74,right,low,high,25,34,80,45,21,44,32,28,50,48,34,34,34,68,43,55,68,32,90,36,76,78,38,34,40,76,78,72,5,12,13,8,9,3/27/15 0:00
124788,171098,27723,2/22/11 0:00,67,76,right,None,o,46,33,60,61,22,40,26,41,67,48,66,70,63,60,72,58,68,72,74,41,70,73,42,49,41,70,70,65,9,11,13,14,6,2/22/11 0:00
63516,164,27731,5/12/16 0:00,73,73,right,medium,high,71,59,68,77,68,66,58,54,77,71,66,66,66,69,62,77,68,68,68,73,77,77,67,77,67,65,73,69,5,15,7,6,13,5/12/16 0:00
34153,3563,27732,2/22/11 0:00,65,74,right,,_0,70,46,50,65,54,60,58,53,60,64,74,76,72,64,66,66,64,70,68,54,70,62,35,58,57,60,64,63,10,10,20,10,15,2/22/11 0:00
18946,163979,27733,4/10/15 0:00,70,70,right,high,low,59,69,59,69,69,79,75,69,54,81,86,76,87,67,87,67,68,68,34,64,55,24,77,61,75,25,25,25,7,10,10,7,6,4/10/15 0:00
15470,120274,27734,5/5/16 0:00,77,77,right,medium,low,80,86,50,80,84,82,81,84,78,90,84,74,80,70,84,76,60,50,55,80,48,18,86,82,80,18,28,22,14,9,15,5,11,5/5/16 0:00
29751,186912,27774,5/5/16 0:00,77,77,right,medium,high,81,46,65,77,60,69,65,41,76,74,68,77,66,77,70,83,71,86,74,74,82,79,63,72,51,72,80,79,14,13,7,15,11,5/5/16 0:00
26347,173832,27785,2/22/11 0:00,65,70,right,,_0,40,36,65,45,38,40,42,34,40,60,71,72,63,65,75,61,76,70,76,39,73,73,31,65,42,62,62,61,5,5,8,15,15,2/22/11 0:00
51473,20057,27838,1/30/15 0:00,63,63,left,medium,medium,69,40,53,62,51,53,68,31,67,61,44,49,42,66,56,68,60,74,73,58,67,72,44,58,43,62,67,57,14,11,10,14,15,1/30/15 0:00
51263,172280,27843,9/12/14 0:00,67,67,right,high,medium,62,64,60,68,66,68,70,64,50,67,80,81,63,71,56,68,73,71,59,64,56,28,68,64,66,30,36,32,12,7,9,12,11,9/12/14 0:00
169092,169317,27866,2/25/16 0:00,74,74,right,high,medium,72,72,68,69,70,82,58,69,47,77,82,82,91,73,90,75,77,76,44,73,43,36,72,71,65,43,33,28,15,8,9,14,7,2/25/16 0:00
